miRNA,GSM7886764,GSM7886765,GSM7886766,GSM7886767,GSM7886768,GSM7886769,GSM7886770,GSM7886771,GSM7886772,GSM7886773,GSM7886774,GSM7886775,GSM7886776,GSM7886777,GSM7886778
hsa-miR-6747-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6747-5p,0.1,1.87294,0.1,2.66544,3.9659,5.70751,3.37114,3.04453,4.9328,2.55263,4.28576,3.50969,3.75775,2.71778,4.25027
hsa-miR-6748-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6748-5p,0.1,3.1341,0.1,2.62746,6.46546,9.13676,7.8169,4.024,5.48669,3.36713,5.21094,3.30354,3.52202,3.47823,4.72866
hsa-miR-6749-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6749-5p,826.374,598.337,56.1555,1940.238,2177.67,3023.54,4164.89,3779.99,5671.95,3554.77,1318.134,2217.65,1952.111,1355.218,3161.68
hsa-miR-675-3p,3.28756,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-675-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6750-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6750-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6751-3p,42.9311,26.46741,9.19902,25.06412,41.8332,5.39277,4.11752,4.28145,2.58665,6.51672,16.11679,15.02672,17.42896,5.67229,9.84205
hsa-miR-6751-5p,0.1,10.10575,0.1,2.64809,10.73306,6.44298,5.33428,4.76467,8.29938,0.1,7.62819,0.1,4.13963,0.1,0.1
hsa-miR-6752-3p,16.05497,6.45768,6.48954,10.27761,12.75412,9.65719,11.32622,11.41828,13.19705,16.07906,10.97533,10.3086,13.94627,8.93281,12.29925
hsa-miR-6752-5p,46.597,52.281,7.17613,89.1578,98.5707,238.0947,184.648,255.471,423.961,253.186,157.7543,130.0831,141.7126,121.4257,183.4388
hsa-miR-6753-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.78867,11.6501,5.52268,0.1,0.1,0.1,0.1,0.1
hsa-miR-6753-5p,0.1,0.1,0.1,0.1,1.75078,0.1,1.82959,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6754-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6754-5p,0.1,1.88092,0.1,1.95247,3.56651,2.40049,7.17435,2.0228,3.00855,0.1,2.29999,0.1,0.1,0.1,2.73469
hsa-miR-6755-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6755-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6756-3p,5.23738,4.8635,2.12597,6.37044,7.43364,6.85825,7.88099,9.60483,8.07557,9.12317,6.16546,8.16538,7.48581,5.37682,6.20837
hsa-miR-6756-5p,11.64581,24.3318,0.1,34.6839,31.3365,63.4709,59.5135,71.6998,135.3995,69.1736,41.2211,32.9808,34.2404,26.6403,41.8363
hsa-miR-6757-3p,4.90863,6.43723,4.57581,6.27522,7.35003,7.32231,6.83275,6.10455,5.74638,6.57972,6.94287,5.99245,5.39561,5.88626,5.81709
hsa-miR-6757-5p,3.22506,8.94295,0.1,17.7317,23.8202,32.51336,25.55628,28.74028,49.15808,29.76353,21.72434,20.92551,22.32115,15.36744,30.60896
hsa-miR-6758-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6758-5p,1.83827,8.34316,0.1,5.25271,9.59165,11.39433,13.5446,6.32604,8.98072,4.06347,6.5695,4.91127,3.81967,3.88188,5.38743
hsa-miR-6759-3p,5.31676,4.38589,3.57912,5.62071,6.69345,5.10381,5.49353,5.78373,7.60008,7.2314,6.32623,6.12525,6.3254,5.30442,6.04666
hsa-miR-6759-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-676-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-676-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6760-3p,5.93743,6.06098,4.23806,6.40844,7.53229,7.11751,7.25223,7.94138,8.94358,8.31354,7.22041,6.76299,7.86826,6.97812,6.65411
hsa-miR-6760-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6761-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6761-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6762-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6762-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6763-3p,8.05582,8.08568,5.6789,9.94402,10.66366,12.07134,12.21694,12.22276,15.56344,12.79722,10.5276,9.57393,9.80571,9.60611,10.08866
hsa-miR-6763-5p,81.7993,71.609,4.68785,112.8624,187.7763,166.2063,196.1936,202.5813,263.427,153.5989,137.0247,118.7934,93.3719,83.4164,172.5091
hsa-miR-6764-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6764-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6765-3p,8.16343,9.1512,3.60273,10.77982,13.74815,18.81998,16.56748,17.0321,25.61939,16.73411,14.51463,12.68474,13.41569,10.13921,13.62563
hsa-miR-6765-5p,0.1,8.5787,0.1,3.3053,6.94524,4.49232,4.20769,2.69368,6.87238,0.1,5.31322,2.56693,2.26068,0.1,2.56819
hsa-miR-6766-3p,10.79657,6.19405,5.20307,9.74262,11.29411,16.78459,19.53834,19.6448,30.7796,20.6114,10.75401,10.6825,12.89158,9.38072,13.67647
hsa-miR-6766-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6767-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6767-5p,0.1,0.1,0.1,5.42282,1.67084,1.67044,9.07906,4.31543,8.21293,0.1,4.26909,6.91402,4.46345,0.1,8.89741
hsa-miR-6768-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6768-5p,8.41866,3.81404,0.1,13.17576,13.69365,25.33718,32.44896,31.75517,55.3452,39.1422,14.38103,16.42659,14.99567,16.77822,25.23818
hsa-miR-6769a-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6769a-5p,3.08042,0.1,0.1,7.95724,11.50384,18.26159,18.01472,16.67684,24.8502,12.91784,9.07761,7.92334,8.77795,4.47805,12.07632
hsa-miR-6769b-3p,0.1,0.1,0.1,0.1,1.68626,3.26991,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6769b-5p,77.1497,171.8245,7.16333,175.7938,237.4432,519.694,394.125,517.246,1381.971,585.077,426.523,333.891,399.744,301.4189,482.46
hsa-miR-6770-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6770-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6771-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6771-5p,0.1,0.1,0.1,0.1,0.1,0.1,1.90226,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6772-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6772-5p,43.2302,9.66872,0.1,26.1233,59.5672,33.3843,44.2104,22.6188,26.3221,36.7151,25.7945,17.98365,24.6216,21.6679,44.3079
hsa-miR-6773-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6773-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6774-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6774-5p,1.80804,0.1,0.1,3.42286,8.91034,19.97137,19.14094,15.9792,37.1123,10.2044,8.43579,4.3439,5.22658,2.74443,8.00118
hsa-miR-6775-3p,6.03658,7.14541,3.11426,9.63504,9.54964,14.54951,18.4914,18.98656,27.6162,17.21875,10.84478,12.435,11.64003,9.37972,9.03341
hsa-miR-6775-5p,38.21289,60.8056,3.08475,91.7652,120.1594,194.8413,148.0169,160.587,233.1903,159.4536,152.6722,136.6383,149.7572,104.0788,188.9766
hsa-miR-6776-3p,3.11938,1.98881,0.1,4.17508,5.56427,5.01274,5.1191,4.5465,4.53325,4.68266,4.42568,0.1,4.24843,1.82331,2.05973
hsa-miR-6776-5p,0.1,2.35446,0.1,2.71706,5.3865,5.16134,7.4242,9.94935,5.95581,7.13638,2.19388,2.54229,2.15544,0.1,2.71347
hsa-miR-6777-3p,12.12157,13.18679,5.55035,20.03085,16.80199,28.343,31.2034,31.039,29.6882,20.82337,26.0559,19.61183,18.61797,19.07452,23.4984
hsa-miR-6777-5p,0.1,7.42713,0.1,0.1,5.33214,4.00154,4.47735,4.32019,8.49941,1.88992,5.2031,0.1,4.0348,0.1,2.28626
hsa-miR-6778-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6778-5p,5.8325,13.45864,0.1,25.52648,27.47763,26.37273,29.2933,32.58699,34.1323,18.72919,21.95067,22.33163,21.38136,17.1746,25.3885
hsa-miR-6779-3p,1.826366,1.11753,0.1,1.27724,4.433,1.16085,1.13795,1.18133,4.30927,1.7698,3.31577,1.77764,3.10138,1.09519,1.25373
hsa-miR-6779-5p,6.7798,7.96967,0.1,8.7641,13.61438,15.42049,21.78085,12.9668,25.20241,22.5597,6.20344,7.72923,5.85348,6.82825,10.8629
hsa-miR-6780a-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6780a-5p,0.1,0.1,0.1,3.16253,5.42878,1.69996,9.26008,3.76409,5.77719,0.1,3.8823,6.30363,5.57931,4.80837,11.9696
hsa-miR-6780b-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6780b-5p,15.21986,39.6062,0.1,55.1825,45.9319,35.6888,72.3785,56.0499,81.0443,28.5049,40.6735,75.3608,43.1543,34.3841,80.1671
hsa-miR-6781-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6781-5p,2.78509,0.1,0.1,3.17765,6.06093,4.48488,4.89845,0.1,2.66349,0.1,3.10812,0.1,0.1,0.1,3.93698
hsa-miR-6782-3p,2.53873,0.1,0.1,0.1,3.52287,1.70347,3.59087,2.14038,1.89062,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6782-5p,0.1,0.1,0.1,1.79631,4.80496,1.75719,5.57282,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6783-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6783-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6784-3p,4.98101,5.11615,2.63501,7.74345,8.22525,13.06703,15.45629,13.7302,25.3716,13.29737,8.64017,9.15548,8.08126,8.12973,7.6352
hsa-miR-6784-5p,3.32063,6.65137,0.1,8.89079,13.37882,23.7392,18.66748,19.87426,47.4809,22.4881,13.20998,11.11033,12.62452,8.60997,13.29384
hsa-miR-6785-3p,5.23433,5.29105,3.94784,6.31247,6.17626,6.50927,6.84913,6.82874,6.74013,7.10863,6.02554,5.99954,6.76314,6.37068,5.84979
hsa-miR-6785-5p,36.7514,49.0257,0.1,30.7719,56.579,84.7517,83.6215,58.1728,88.1607,48.32,88.2677,53.545,52.4507,38.9589,67.2813
hsa-miR-6786-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6786-5p,36.7062,33.0443,1.53432,79.41,97.0375,155.9993,147.3423,136.0028,179.8052,104.8293,78.7867,74.4151,74.8559,46.0917,91.7842
hsa-miR-6787-3p,19.3498,8.13919,2.88729,17.70849,21.22538,25.4466,28.2203,36.1707,16.76282,49.8117,24.32646,22.69128,17.12856,32.0236,26.8213
hsa-miR-6787-5p,0.1,0.1,0.1,0.1,4.69154,2.12403,2.12553,0.1,1.99741,0.1,4.27023,0.1,0.1,0.1,0.1
hsa-miR-6788-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6788-5p,0.1,2.12731,0.1,2.20475,5.71321,8.55935,3.85203,3.13852,8.90058,3.88932,7.47752,4.4662,4.50912,6.31584,7.86123
hsa-miR-6789-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6789-5p,40.6062,23.8201,3.80108,82.5286,64.5079,83.1786,172.8823,167.1807,212.4316,168.2581,57.7377,80.6613,62.6013,76.1946,106.0947
hsa-miR-6790-3p,2.50603,0.1,0.1,0.1,2.03471,3.97798,3.61753,0.1,1.94197,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6790-5p,5.42273,5.39179,0.1,8.63751,10.87134,13.13395,17.88882,13.58354,18.16065,10.54845,8.38379,6.34046,6.0086,5.04694,8.5158
hsa-miR-6791-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6791-5p,34.4398,32.2819,2.90549,57.9049,67.9177,63.1021,107.0761,120.2858,86.7329,75.5706,48.6374,70.2229,49.3058,59.444,95.2283
hsa-miR-6792-3p,1.3412,0.1,0.1,0.1,3.63282,4.08493,3.77147,4.85615,4.98995,2.14437,0.1,0.1,0.1,0.1,0.1
hsa-miR-6792-5p,0.1,2.18449,0.1,2.72883,6.16016,5.31176,7.61618,3.1647,6.99244,2.98102,5.24887,3.07416,2.91891,2.1367,7.35822
hsa-miR-6793-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6793-5p,1.01258,8.31422,0.1,6.60969,8.38942,10.12096,10.78426,8.42391,15.04587,6.07727,9.21213,6.4381,5.74842,1.58369,6.14458
hsa-miR-6794-3p,3.80533,2.12668,3.1835,4.66268,5.84196,5.28571,4.76772,4.62622,7.32812,5.66317,6.87298,5.60249,5.94717,4.48789,5.09641
hsa-miR-6794-5p,29.3926,26.6909,1.19509,85.9541,69.3953,167.2263,192.9143,142.1892,169.24,93.2343,80.2007,64.6641,79.1292,43.7574,89.2746
hsa-miR-6795-3p,6.01403,6.80438,4.78348,7.81658,8.33951,9.31094,9.05465,8.75045,10.57806,8.93019,7.91873,7.4224,7.49498,6.85459,7.87896
hsa-miR-6795-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6796-3p,5.36305,4.07529,1.77836,5.31629,7.76249,7.13508,8.54359,7.94108,8.87034,7.13674,5.01885,4.47911,6.35261,3.83076,6.94876
hsa-miR-6796-5p,0.1,4.68786,0.1,2.12908,7.41536,5.86087,5.356,4.34868,6.09961,0.1,5.69824,0.1,0.1,0.1,2.02065
hsa-miR-6797-3p,12.06819,11.28765,8.36983,13.81789,15.22176,16.72232,17.89876,17.46888,24.9061,18.33905,15.63225,14.13756,15.25428,13.07865,15.50812
hsa-miR-6797-5p,0.1,2.89977,0.1,4.94284,4.78598,8.54919,7.25277,11.63618,13.62191,8.21994,6.88467,4.09496,3.48112,6.80479,7.12933
hsa-miR-6798-3p,5.45278,2.94396,2.43238,8.33444,6.74046,7.98406,7.26345,7.4227,11.57037,9.58444,7.49926,3.69797,8.46976,6.14006,7.7198
hsa-miR-6798-5p,1.26085,0.1,0.1,1.85379,5.66927,7.96284,15.25817,4.7491,7.00718,2.44118,3.82985,0.1,0.1,0.1,2.63986
hsa-miR-6799-3p,4.22897,0.1,0.1,4.21786,4.68663,3.96829,4.46776,6.3044,4.24808,5.74769,3.64249,0.1,4.13825,0.1,2.18631
hsa-miR-6799-5p,0.1,7.16431,0.1,5.83703,10.0497,11.85298,11.86115,9.28622,20.02792,7.60401,10.72256,7.08908,7.04743,3.9562,7.54134
hsa-miR-6800-3p,9.64266,11.66604,8.81133,13.27367,14.21627,14.25129,14.78151,12.76454,16.44188,14.75468,13.62193,11.64361,11.96474,11.64027,12.71953
hsa-miR-6800-5p,488.567,538.771,50.1591,737.607,661.541,1658.564,1607.433,3090.69,2832.15,2989.18,994.047,1156.418,1199.358,1034.119,1602.788
hsa-miR-6801-3p,4.35393,1.81259,0.1,3.48205,9.36918,3.2007,14.89494,2.74902,2.26114,0.1,2.71846,0.1,0.1,0.1,3.26684
hsa-miR-6801-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6802-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6802-5p,2.07712,2.38428,0.1,4.98289,3.80209,14.0092,12.4955,16.5828,45.2825,17.3947,7.85467,5.4933,8.07566,5.54615,7.88065
hsa-miR-6803-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6803-5p,47.9245,54.0534,3.87972,97.6105,75.4451,110.7042,133.4633,142.9769,148.5186,139.3938,81.0575,87.6593,82.5363,76.7782,104.6949
hsa-miR-6804-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6804-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6805-5p,0.1,10.30632,0.1,4.04784,10.79219,5.30533,5.52749,0.1,12.86171,0.1,6.94647,7.74272,1.99687,0.1,1.93561
hsa-miR-6806-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6806-5p,5.63239,5.45905,0.1,7.03793,13.30587,28.1457,24.2414,45.3884,61.3264,32.5695,10.4024,14.66845,11.29659,12.43663,18.99408
hsa-miR-6807-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6807-5p,6.96431,19.49628,0.1,27.0887,31.7923,38.6002,37.6026,34.276,50.0953,26.7289,35.6092,33.6383,28.886,16.60333,35.3379
hsa-miR-6808-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6808-5p,7.0849,8.80118,0.1,20.80698,27.73715,41.168,35.5981,38.9289,320.8011,56.669,26.6466,19.62345,23.94474,17.60955,32.2861
hsa-miR-6809-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6809-5p,8.761221,9.44931,0.1,12.30258,23.26537,44.36095,27.26808,30.3458,40.18033,25.72711,29.81962,28.02779,24.37287,37.36063,28.8518
hsa-miR-6810-3p,1.22632,0.1,0.1,0.1,3.66547,1.87742,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6810-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6811-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6811-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6812-3p,8.34288,6.63952,5.27363,8.13076,8.85134,8.97995,9.19969,8.64156,9.01319,9.65939,8.3413,8.24596,8.00496,7.76269,8.42394
hsa-miR-6812-5p,28.1659,60.8816,1.8043,79.4941,119.3712,233.1739,144.7151,185.7241,314.934,222.9514,184.7671,118.7907,157.9303,102.8222,171.8078
hsa-miR-6813-3p,11.31961,8.40155,7.69858,11.42479,12.26089,11.35007,10.95927,12.3138,14.85561,13.92505,11.71461,10.43786,12.26507,9.7688,11.07214
hsa-miR-6813-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6814-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6814-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6815-3p,1.15353,0.1,0.1,0.1,0.1,0.1,1.84753,1.88728,5.02857,2.00671,0.1,0.1,0.1,0.1,0.1
hsa-miR-6815-5p,1.37431,1.96089,0.1,2.98514,5.69273,5.32505,8.08551,2.28932,3.21635,0.1,3.10927,0.1,0.1,0.1,2.29001
hsa-miR-6816-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6816-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6817-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6817-5p,0.1,7.72087,0.1,0.1,8.63869,4.40856,4.16644,0.1,9.40698,0.1,6.44635,3.23278,0.1,0.1,0.1
hsa-miR-6818-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6818-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6819-3p,21.73927,20.08091,10.55582,25.0534,28.0375,32.187,32.7216,32.2118,46.8036,32.6237,35.6247,26.5573,26.6903,25.7427,28.7004
hsa-miR-6819-5p,5.93535,16.60452,0.1,16.168,20.43208,56.9369,39.1699,50.0049,126.6498,44.3963,35.8594,24.18986,25.17008,21.75284,35.8013
hsa-miR-6820-3p,0.1,0.1,0.1,0.1,0.1,3.1306,1.7702,1.80175,4.39707,2.10034,0.1,0.1,0.1,0.1,0.1
hsa-miR-6820-5p,7.97147,9.09714,0.1,16.70321,15.44716,24.5798,27.4011,30.4792,29.4332,26.5694,19.80216,11.72297,12.91326,12.13956,16.28006
hsa-miR-6821-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6821-5p,457.136,353.513,43.3347,590.567,729.269,1287.919,1393.347,2225.095,2035.146,1676.783,719.643,810.56,822.827,825.269,1073.462
hsa-miR-6822-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6822-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6823-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6823-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6824-3p,6.32532,7.21612,5.36077,8.60618,9.49926,10.47727,9.90601,9.16543,8.89982,9.13311,8.95294,8.70002,8.22838,7.7625,7.83383
hsa-miR-6824-5p,4.59561,7.9809,0.1,12.70332,16.7307,22.0589,21.3264,26.0631,45.0293,26.7015,16.70085,19.27049,17.67359,13.25936,24.2729
hsa-miR-6825-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6825-5p,0.1,2.15069,0.1,0.1,2.63423,2.33543,7.54645,5.51126,3.425,2.26163,0.1,0.1,0.1,0.1,2.62539
hsa-miR-6826-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6826-5p,11.38139,9.09443,0.1,28.8396,36.3279,48.9717,57.4181,72.3727,478.347,85.9246,32.2723,33.9917,30.5484,25.9067,47.4028
hsa-miR-6827-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6827-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6828-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6828-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6829-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-6829-5p,12.07046,16.35682,0.1,27.2291,34.7184,80.2631,55.5994,82.6325,177.5682,59.7747,46.5828,33.0025,38.2886,29.6778,43.905
hsa-miR-6830-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
