miRNA,BRH.1425633_S15,BRH.1425634_S16,BRH.1386871,BRH.1386872,BRH.1386873,X12190,X12104,X12108,X12176,X12256,BRH.1429984_S9,BRH.1429985_S10,BRH.1429986_S11,BRH.1429987_S12,BRH.1429988_S13,BRH.1429989_S14,X1038.24h_S2,X1052.24h_S3,X1108.24h_S4,X1141.24h_S5z,X1231.24h_S6z,X1242.24h_S7z,X1249.24h_S8z,X964.24h_S1,X10018,X10050,X1013,X1016,X1022,X1025,X1027,X1028,X9911,X9931,X9961,X9993,X999,X1038.48h_S18,X1052.48h_S19,X1141.48h_S20z,X1231.48h_S21z,X1242.48h_S22z,X1249.48h_S23z,X964.48h_S17,X1038.96h_S25,X1052.96h_S26,X1231.96h_S27z,X1242.96h_S28z,X964.96h_S24,X1592652_1,X1592653_2,X1592654_3,X1592655_4,X1592656_5,X1592657_6,Aged_patient.1_S29,Aged_patient.2_S30,Aged_patient.3_S31,Aged_patient.4_S32,Aged_patient.5_S33,Aged_patient.6_S34
hsa-miR-6509-5p,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,2,3,0,0,4,3,5,0,9,12,4,0,16,2,8,5,4,1,1,1,4,9,3,13,5,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
hsa-miR-651-5p,0,0,0,2,0,33,0,45,46,281,3,6,53,20,28,112,59,205,20,67,78,99,122,23,180,367,196,9,279,315,511,178,312,108,114,39,249,25,197,61,116,80,186,48,20,78,7,89,7,0,0,0,0,0,0,15,38,97,0,45,5
hsa-miR-6510-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,2,1,1,11,0,3,10,1,6,3,4,0,2,1,0,1,2,0,2,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6510-5p,0,0,0,0,0,2,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6511a-5p,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-6511b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,1,3,0,0,2,2,7,2,2,0,8,1,5,1,3,2,3,1,1,1,2,2,3,1,0,5,1,3,0,1,1,0,0,0,0,0,0,0,4,1,0,2,2
hsa-miR-6512-5p,0,0,3,20,27,298,0,291,476,313,0,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-6513-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,3,3,0,8,4,5,0,0,0,1,2,1,0,0,0,7,2,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6514-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,1,10,0,1,0,2,2,1,0,1,6,0,3,0,6,1,3,0,1,0,9,3,0,6,2,12,6,10,0,12,0,0,0,0,0,1,16,6,0,6,2
hsa-miR-6515-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6515-5p,0,5,0,0,0,0,0,0,0,0,0,4,2,0,0,5,9,26,1,1,12,21,5,2,12,6,3,0,8,7,3,1,4,3,10,0,5,7,5,20,17,34,17,2,3,15,21,12,2,0,0,5,0,0,0,3,59,32,0,23,31
hsa-miR-6516-5p,0,0,0,0,0,18,0,39,29,102,0,0,0,0,0,0,5,10,1,5,19,22,15,3,0,20,7,0,13,6,37,18,5,4,12,4,15,4,4,0,9,20,7,3,6,7,3,7,4,0,0,0,0,0,0,12,13,22,0,23,10
hsa-miR-652-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
hsa-miR-653-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,2,2,2,0,19,8,12,2,30,2,10,15,10,5,5,6,1,2,2,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0
hsa-miR-654-5p,0,4,0,0,11,12,6,2,91,118,0,2,5,14,3,7,73,29,23,6,76,207,32,30,28,60,36,10,7,22,29,15,12,15,43,3,84,57,3,33,58,236,132,14,22,22,76,66,6,0,0,0,0,0,0,24,206,345,0,187,105
hsa-miR-655-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-656-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-659-5p,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,6,2,0,4,15,28,3,12,6,13,0,22,13,11,11,10,3,23,1,10,7,4,0,13,25,15,3,17,13,11,35,1,0,0,2,0,0,0,0,15,24,0,81,5
hsa-miR-660-5p,3,0,0,0,0,0,0,0,0,0,15,22,38,38,20,54,179,1255,57,77,191,356,222,91,481,332,375,11,763,353,957,368,369,230,465,173,404,99,500,76,441,212,294,107,94,249,48,487,31,16,0,0,0,0,0,19,99,160,0,113,13
hsa-miR-663a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-664a-5p,10,3,0,0,0,0,0,0,0,0,17,15,25,22,7,53,73,463,54,57,148,160,95,58,133,203,79,37,350,130,143,107,118,103,214,113,92,113,485,140,110,122,207,145,76,163,133,159,87,6,0,8,13,0,9,25,123,101,0,63,65
hsa-miR-664b-5p,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,5,2,1,2,10,1,0,9,0,2,0,1,1,2,2,0,0,7,1,2,0,1,11,3,0,5,1,1,1,2,8,1,0,0,0,7,0,0,5,3,4,0,0,0
hsa-miR-668-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-670-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-671-5p,0,0,0,0,0,0,0,0,0,0,1,5,0,3,0,4,10,18,0,1,4,26,21,5,13,10,31,4,13,6,11,6,13,9,14,4,6,9,35,3,10,5,23,4,19,49,29,19,9,0,0,0,2,0,0,0,11,13,0,13,10
hsa-miR-6715b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6716-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6717-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6718-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6720-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6721-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,5,2,1,2,0,0,4,1,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,13,0,7,0,6,0
hsa-miR-6722-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6723-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6724-5p,0,0,0,0,5,35,30,41,26,19,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,3,1,0,1,0,1,0,1,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
hsa-miR-6726-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6727-5p,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,4,1,0,4,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2
hsa-miR-6728-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6729-5p,0,0,0,0,0,6,0,0,0,4,1,0,4,0,0,0,0,3,0,0,0,2,0,0,1,0,2,0,3,0,2,0,4,0,2,0,1,5,2,6,1,0,3,0,3,7,0,4,0,0,0,0,0,0,0,0,4,10,0,7,0
hsa-miR-6730-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6731-5p,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6732-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6732-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
hsa-miR-6733-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,10,1,1,0,6,8,8,4,0,1,3,1,5,4,0,6,0,3,3,1,4,2,0,8,0,0,0,0,0,0,0,0,14,0,0,11,0
hsa-miR-6734-5p,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,1,5,0,0,6,1,0,1,7,0,7,0,2,8,12,6,3,4,10,0,30,4,1,0,16,8,7,0,11,6,4,8,1,0,0,8,1,0,0,2,24,18,0,114,10
hsa-miR-6735-5p,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,18,0,0,4,3,2,4,0,5,2,0,5,4,5,3,1,1,11,0,3,5,0,17,1,2,6,2,1,3,1,1,2,0,0,0,0,0,0,1,15,13,0,0,0
hsa-miR-6736-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6736-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0
hsa-miR-6737-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6738-5p,0,0,4,0,0,14,0,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6739-5p,0,0,0,0,0,111,42,80,70,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6740-5p,0,0,0,0,0,0,0,0,0,0,1,7,11,14,0,0,0,0,0,0,1,0,0,0,1,0,3,0,2,0,0,0,5,0,0,0,2,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4
hsa-miR-6741-5p,0,1,0,0,0,7,0,0,0,3,0,0,0,0,0,0,11,10,2,0,10,8,0,6,11,2,4,0,5,4,7,1,1,0,7,3,9,5,4,4,22,10,9,5,3,29,24,12,4,0,0,0,0,0,0,2,60,38,0,76,21
hsa-miR-6742-5p,0,0,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6743-5p,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6744-5p,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6746-5p,0,0,7,25,12,152,11,103,387,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6747-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6748-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6749-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-675-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,3,6,0,1,0,2,1,0,3,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6750-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,3,0,1,2,0,0,0,2,0,0,4,2,3,0,0,1,2,0,0,0,1,0,4,2,0,0,2,12,0,3,0,0,0,0,0,0,0,0,24,0,0,0,0
hsa-miR-6751-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6752-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6753-5p,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6754-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
hsa-miR-6755-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,5,0,4,0,3,0,3,4,3,4,0,3,0,0,1,0,0,0,0,0,2,1,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6756-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6757-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6758-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6759-5p,0,0,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
hsa-miR-676-5p,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,1,2,0,0,0,0,0,0,3,4,5,0,4,1,4,0,0,0,3,8,0,1,1,0,0,1,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6760-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6761-5p,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,1,17,0,0,2,3,1,0,0,1,2,0,1,1,0,0,2,0,0,8,0,1,18,0,0,0,1,4,2,4,4,1,2,0,0,0,0,0,0,0,0,3,0,10,0
hsa-miR-6762-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6763-5p,8,0,0,0,0,0,0,23,7,0,0,1,1,8,0,0,2,3,0,1,0,1,0,1,0,0,0,0,1,1,2,0,2,0,4,1,0,3,5,0,0,1,5,1,0,2,1,0,0,0,0,0,3,0,0,0,3,3,0,6,5
hsa-miR-6764-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,0,7,0,2,0,1,7,15,1,4,1,6,0,4,2,4,0,5,0,0,0,2,9,2,6,0,0,0,0,0,0,0,0,0,8,0,5,0
hsa-miR-6765-5p,3,0,0,0,0,0,0,0,0,0,1,5,5,11,0,0,0,2,0,0,2,1,3,0,0,1,7,0,2,0,2,0,2,0,2,0,0,0,0,2,0,0,4,3,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0
hsa-miR-6766-5p,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
hsa-miR-6767-5p,0,0,0,0,0,9,0,51,0,74,0,0,0,0,0,0,0,4,3,4,3,4,0,1,5,5,1,0,3,5,3,6,3,3,8,1,2,6,0,0,3,2,0,2,3,0,2,1,1,0,0,0,0,0,0,0,23,0,0,6,3
hsa-miR-6768-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-6769a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6769b-5p,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6770-3p,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,2,0,0,3,1,1,1,3,0,2,1,0,2,0,0,9,2,0,0,0,0,1,0,2,0,0,6,0,0,0,2,9,0,0,2,10
hsa-miR-6770-5p,0,0,0,0,0,6,0,1,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,6,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6771-3p,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6771-5p,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6772-5p,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
hsa-miR-6773-5p,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6774-5p,0,0,0,0,0,2,0,0,6,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6775-5p,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6776-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6776-5p,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6777-5p,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
hsa-miR-6778-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6779-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6779-5p,0,0,0,0,0,18,0,9,0,20,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6780a-5p,0,0,0,0,0,28,0,40,38,51,3,0,5,0,0,0,2,9,4,5,0,3,8,1,13,0,0,0,2,6,21,5,3,1,10,0,15,0,0,5,16,3,5,5,2,11,1,8,0,0,0,1,1,0,0,2,24,17,0,40,4
hsa-miR-6780b-5p,0,0,0,6,1,37,0,8,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6781-5p,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,1,1,3,0,0,0,0,1,4,0,3,2,6,4,0,0,2,0,4,0,0,0,6,3,10,4,2,2,1,5,0,0,0,0,3,0,0,0,6,5,0,10,3
